ns,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,sexp,bug
1,1,0.0,0.001579779,0.001579779,633.0,0,3,0,1.0,13077,13077,0
1,1,0.0,0.004731861,0.004731861,634.0,0,3,0,1.0,13078,13078,0
1,4,0.392845588,0.051072523,0.008171604,244.75,1,3,5,1.0,2092,186,0
1,1,0.0,0.0,0.0,0.0,0,1,13,1.0,13191,13191,0
1,3,0.869397881,0.028475712,0.003350084,199.0,0,3,226,1.0,13323,13323,0
1,112,0.586347412,0.223725782,0.206438152,149.7767857,0,6,12009,0.598214286,13191,13191,0
1,129,0.728912417,0.042969167,0.034353996,290.6356589,0,6,13340,0.534883721,13323,13323,0
1,3,0.982141033,0.008474576,0.011299435,118.0,0,2,118,1.0,471,291,0
1,1,0.0,0.044776119,0.0,67.0,1,3,8,1.0,712,712,0
1,13,0.901524973,0.010364842,0.009535655,185.5384615,1,5,714,0.923076923,725,725,0
1,2,1.0,0.0,0.004366812,229.0,0,2,28,0.5,39,39,0
1,2,0.932111568,0.481481481,0.37037037,13.5,0,2,34,1.0,2094,486,1
1,2,0.99107606,0.014869888,0.007434944,403.5,1,2,2,0.5,2096,188,1
1,1,0.0,0.0,0.0,0.0,0,3,2,1.0,2097,487,0
1,1,0.0,0.342723005,0.004694836,213.0,0,2,106,1.0,472,181,0
1,2,0.995978957,0.09178744,0.231884058,103.5,0,4,20,0.5,474,183,0
1,1,0.0,0.140350877,0.0,114.0,0,4,0,1.0,475,184,0
1,2,1.0,0.009302326,0.009302326,107.5,0,4,2,1.0,477,186,0
1,1,0.0,0.007079646,0.003539823,565.0,0,9,2,1.0,478,187,0
1,4,0.996511784,0.084532374,0.069244604,278.0,1,4,35,1.0,2405,2385,0
1,1,0.0,0.7,0.0,10.0,0,1,3,1.0,13324,13324,0
1,3,0.932455561,0.007890961,0.020086083,464.6666667,0,3,10,1.0,13327,13327,0
1,1,0.0,0.069767442,0.023255814,129.0,1,2,0,1.0,2406,2386,0
1,1,0.0,0.009584665,0.015974441,313.0,0,2,0,1.0,13328,13328,0
1,10,0.816786888,0.011904762,0.002491694,361.2,0,5,95,0.8,13338,13338,0
1,1,0.0,0.014545455,0.014545455,275.0,1,1,3,1.0,802,800,0
1,1,0.0,0.002998501,0.002998501,667.0,0,4,3,1.0,803,801,0
1,1,0.0,0.136752137,0.196581197,117.0,1,3,3,1.0,804,802,0
1,2,1.0,0.099009901,0.079207921,50.5,1,1,6,1.0,2408,2388,0
1,1,0.0,0.0,0.0,81.0,0,1,0,1.0,325,321,0
1,2,0.978161957,0.255102041,0.362244898,98.0,0,5,2,0.5,327,323,0
1,4,0.643745734,0.178378378,0.140540541,46.25,0,2,291,1.0,325,321,0
1,2,1.0,0.037267081,0.037267081,80.5,1,3,9,1.0,550,550,0
1,1,0.0,0.012820513,0.038461538,78.0,0,2,31,1.0,805,803,0
1,2,0.970950594,0.003363229,0.005044843,892.0,0,3,3,1.0,13340,13340,0
1,1,0.0,0.208333333,0.15530303,264.0,0,2,12,1.0,2409,2389,0
1,1,0.0,0.003030303,0.0,660.0,0,6,3,1.0,551,551,0
1,9,0.775745553,0.058951965,0.020742358,101.7777778,0,5,74,0.666666667,1969,1969,1
1,1,0.0,0.0,0.0,3.0,0,1,0,1.0,1969,1969,0
1,1,0.0,0.025242718,0.00776699,515.0,0,5,6,1.0,806,804,0
1,1,0.0,0.033082707,0.016541353,665.0,0,6,0,1.0,515,514,0
1,1,0.0,0.012145749,0.010121457,494.0,1,2,10,1.0,2410,2390,0
1,3,0.949701216,0.097560976,0.097560976,54.66666667,0,1,24,1.0,1972,1972,0
1,1,0.0,0.04109589,0.047945205,146.0,0,6,3,1.0,808,806,0
1,1,0.0,0.0,0.0,32.0,0,1,0,1.0,808,806,0
1,1,0.0,0.044117647,0.029411765,68.0,1,1,17,1.0,726,726,0
1,2,1.0,0.007352941,0.00245098,204.0,1,5,7,1.0,200,110,0
1,1,0.0,0.022727273,0.0,352.0,0,2,3,1.0,1973,1973,0
1,1,0.0,0.0,0.044117647,68.0,0,2,10,1.0,1194,126,0
1,1,0.0,0.666666667,0.962962963,27.0,0,1,0,1.0,809,807,0
1,3,0.36267785,0.0533099,0.028705331,569.0,0,3,7,1.0,538,538,0
1,1,0.0,0.122641509,0.103773585,212.0,0,4,3,1.0,1974,1974,0
1,6,0.87846275,0.110281924,0.01907131,201.0,0,4,27,0.666666667,13346,13346,0
1,1,0.0,0.0203125,0.0046875,640.0,0,3,3,1.0,539,539,0
1,5,0.713524028,0.022401434,0.023297491,223.2,0,3,10,1.0,13351,13351,0
1,1,0.0,0.023715415,0.007905138,253.0,0,7,34,1.0,516,515,0
1,1,0.0,0.187969925,0.095238095,399.0,1,3,10,1.0,2411,2391,0
1,1,0.0,0.043103448,0.112068966,116.0,0,1,21,1.0,2412,2392,0
1,1,0.0,0.007407407,0.007407407,135.0,0,2,6,1.0,2413,2393,0
1,2,0.341153893,0.023442733,0.018754186,746.5,0,3,0,0.5,541,541,0
1,1,0.0,0.115044248,0.008849558,113.0,0,1,5,1.0,1895,759,1
1,1,0.0,0.007604563,0.007604563,263.0,0,3,3,1.0,13352,13352,0
1,4,0.071286665,0.135687732,0.048327138,134.5,0,4,85,1.0,43,43,0
1,1,0.0,0.004347826,0.004347826,230.0,1,3,14,1.0,1896,760,0
1,1,0.0,0.047619048,0.047619048,21.0,0,2,4,1.0,727,727,0
1,2,0.0,0.0,0.0,30.5,1,1,0,0.5,2106,197,1
1,6,0.695279375,0.222570533,0.079414838,159.5,1,3,333,0.833333333,2103,194,0
1,1,0.0,0.331360947,0.032544379,338.0,1,1,2,1.0,2106,197,0
1,1,0.0,0.063218391,0.017241379,174.0,1,3,11,1.0,2107,488,1
1,2,0.811278124,0.004581901,0.004581901,436.5,1,2,0,1.0,2109,199,0
1,3,0.746528306,0.115671642,0.268656716,89.33333333,0,4,286,1.0,481,190,0
1,1,0.0,0.004291845,0.004291845,233.0,0,1,7,1.0,2414,2394,0
1,4,0.640009987,0.005162828,0.003177125,629.5,0,12,11,1.0,1978,1978,0
1,1,0.0,0.0,0.0,3.0,0,1,0,1.0,2416,2396,0
1,1,0.0,0.065116279,0.046511628,215.0,0,4,1,1.0,2415,2395,0
1,11,0.819260319,0.011634056,0.020624008,171.9090909,0,2,347,0.909090909,2427,2407,0
1,1,0.0,0.0,0.0,15.0,0,1,0,1.0,2428,2408,0
1,1,0.0,0.075,0.025,120.0,0,1,1,1.0,2429,2409,0
1,1,0.0,0.698113208,0.0,53.0,0,2,7,1.0,810,808,0
1,1,0.0,0.052631579,0.01754386,57.0,0,2,13,1.0,2430,2410,0
1,1,0.0,0.010416667,0.005208333,384.0,0,3,12,1.0,2431,2411,0
1,1,0.0,0.0,0.0,0.0,0,2,40,1.0,2432,2412,0
1,2,0.811278124,0.009195402,0.009195402,217.5,0,4,2,1.0,2434,2414,0
1,6,0.0,0.0,0.0,0.0,0,8,72,0.333333333,2440,2420,0
1,2,0.407076806,0.149635036,0.164233577,137.0,0,5,29,1.0,2442,2422,0
1,4,0.639525208,0.073964497,0.00887574,253.5,0,5,16,1.0,1982,1982,1
1,2,0.650022422,0.088235294,0.088235294,34.0,0,4,40,1.0,329,325,0
1,2,0.591672779,0.018799711,0.001446132,691.5,0,3,2,1.0,13354,13354,0
1,1,0.0,0.048780488,0.024390244,123.0,0,1,0,1.0,2443,2423,0
1,1,0.0,0.013513514,0.0,74.0,0,5,113,1.0,330,326,0
1,2,0.0,0.0,0.0,37.0,0,1,0,0.5,360,356,0
1,28,0.702906345,0.069839015,0.076231061,150.8571429,0,12,464,0.678571429,360,356,1
1,1,0.0,0.001510574,0.003021148,662.0,0,2,12,1.0,361,357,0
1,6,0.530356086,0.00083682,0.00334728,199.1666667,0,7,501,1.0,367,363,0
1,2,0.918295834,0.018123667,0.004264392,469.0,1,5,1,1.0,812,810,0
1,1,0.0,0.002472188,0.002472188,809.0,0,2,18,1.0,542,542,0
1,1,0.0,0.0,0.054263566,129.0,0,3,29,1.0,517,516,0
1,5,0.70371599,0.04797048,0.022140221,216.8,0,5,24,1.0,1988,1988,1
1,1,0.0,0.0,0.0,36.0,0,1,0,1.0,1988,1988,1
1,1,0.0,0.011363636,0.0,176.0,0,3,1,1.0,201,111,0
1,1,0.0,0.039215686,0.019607843,102.0,1,2,21,1.0,2444,2424,1
1,1,0.0,0.666666667,0.666666667,3.0,0,4,4,1.0,813,811,0
1,1,0.0,0.016666667,0.016666667,60.0,0,1,1,1.0,1989,1989,0
1,5,0.582589179,0.076768489,0.073553055,497.6,0,3,113,0.8,547,547,0
1,1,0.0,0.076470588,0.002941176,340.0,1,4,5,1.0,2110,489,0
3,12,0.915157943,0.035555556,0.04034188,243.75,1,6,192,0.916666667,2122,2121,1
1,3,0.280661971,0.031746032,0.003432003,777.0,1,3,105,1.0,730,730,0
1,1,0.0,0.0,0.0,4.0,0,1,0,1.0,484,294,0
1,2,1.0,0.0,0.007168459,139.5,0,2,28,1.0,484,294,0
1,7,0.79583701,0.033039648,0.033039648,129.7142857,0,2,53,0.714285714,554,554,0
1,1,0.0,0.003717472,0.003717472,269.0,0,3,1,1.0,44,44,0
1,1,0.0,0.0,0.054945055,91.0,0,3,7,1.0,518,517,0
1,1,0.0,0.019305019,0.003861004,259.0,1,7,7,1.0,519,518,0
1,1,0.0,0.028169014,0.022535211,710.0,0,10,4,1.0,520,519,0
1,4,0.5,0.002014099,0.002014099,248.25,0,5,84,1.0,817,815,1
1,1,0.0,0.0,0.0,157.0,1,1,0,1.0,2126,494,1
1,2,0.120681014,0.083333333,0.255555556,90.0,1,3,53,1.0,2126,494,0
1,1,0.0,0.011111111,0.011111111,90.0,1,4,0,1.0,2123,1428,0
1,2,0.764204507,0.004703669,0.003762935,531.5,0,3,5,1.0,13356,13356,0
1,2,0.745517843,0.021645022,0.025974026,346.5,1,3,45,1.0,1196,1057,0
1,1,0.0,0.019354839,0.006451613,310.0,0,2,5,1.0,368,364,0
1,1,0.0,1.048780488,0.024390244,41.0,0,3,102,1.0,1990,1990,0
1,1,0.0,0.027777778,0.016666667,180.0,0,4,4,1.0,369,365,1
1,1,0.0,0.027027027,0.027027027,111.0,0,3,4,1.0,731,731,0
1,1,0.0,0.223404255,0.095744681,94.0,0,3,176,1.0,1991,1991,0
2,4,0.825683561,0.060879369,0.005636979,221.75,1,4,7,0.75,2130,701,0
1,2,0.811278124,0.017751479,0.00591716,169.0,1,3,31,1.0,371,367,1
1,1,0.0,0.006153846,0.004615385,650.0,0,3,0,1.0,13357,13357,0
1,12,0.720538294,0.019821329,0.00614182,597.0,0,4,647,0.916666667,13369,13369,0
1,1,0.0,0.00297619,0.011904762,336.0,0,2,1,1.0,1897,58,0
1,2,0.566509507,0.016741071,0.0,448.0,0,4,111,1.0,13371,13371,0
1,1,0.0,1.0,1.0,1.0,1,3,0,1.0,2131,496,0
1,4,0.700129116,0.113043478,0.052173913,28.75,1,1,39,0.5,2135,500,0
1,3,0.0,0.0,0.0,121.3333333,1,1,0,0.333333333,1903,766,1
1,3,0.0,0.0,0.0,0.0,1,3,18,0.666666667,1903,766,0
1,2,0.997502546,0.006024096,0.006777108,664.0,1,3,12,1.0,1198,1059,1
1,3,0.710105637,0.011204482,0.047619048,119.0,1,1,0,0.333333333,1906,769,1
1,1,0.0,0.063492063,0.08994709,189.0,1,1,5,1.0,1907,770,0
1,2,0.219297308,0.042432815,0.038189533,353.5,0,3,3,1.0,2137,208,0
1,1,0.0,0.19140625,0.9140625,256.0,0,4,1,1.0,2139,502,0
1,1,0.0,0.0,0.0,165.0,0,1,0,1.0,2139,502,0
1,3,0.227381924,0.196236559,0.048387097,124.0,0,9,16,1.0,1994,1994,0
1,1,0.0,0.179775281,0.247191011,178.0,0,3,1,1.0,372,368,0
1,2,0.918295834,0.006864989,0.006864989,218.5,0,2,2,0.5,13373,13373,0
1,4,0.801167135,0.051351351,0.037837838,92.5,0,5,36,1.0,1998,1998,1
1,3,0.686892868,0.325806452,0.135483871,103.3333333,0,4,12,1.0,2001,2001,1
1,1,0.0,0.083333333,0.055555556,36.0,0,5,33,1.0,485,191,0
1,7,0.890893551,0.029633621,0.010775862,265.1428571,0,11,32,0.714285714,824,822,0
1,2,0.929008368,0.275,0.475,60.0,0,2,32,0.5,374,370,0
1,1,0.0,0.003802281,0.003802281,263.0,0,8,5,1.0,825,823,0
1,3,0.60218081,0.017793594,0.010676157,93.66666667,0,2,3,0.666666667,488,297,0
1,6,0.740904569,0.167686659,0.052631579,272.3333333,0,12,97,0.833333333,526,525,0
1,5,0.759257283,0.066914498,0.069702602,215.2,0,8,26,0.8,379,375,0
1,1,0.0,0.04,0.034285714,175.0,0,5,0,1.0,552,552,0
1,1,0.0,1.381818182,0.709090909,55.0,0,3,5,1.0,2445,2425,0
1,1,0.0,0.169491525,0.161016949,118.0,0,2,47,1.0,2446,2426,0
1,1,0.0,0.124223602,0.102484472,322.0,0,2,26,1.0,2447,2427,0
1,1,0.0,0.001821494,0.001821494,549.0,0,2,1,1.0,2448,2428,0
1,1,0.0,0.012080537,0.004026846,745.0,0,8,0,1.0,2449,2429,0
1,1,0.0,0.288659794,0.24742268,97.0,0,2,0,1.0,380,376,0
1,1,0.0,0.139534884,0.046511628,43.0,0,1,9,1.0,826,824,0
1,2,0.721928095,0.263157895,0.263157895,9.5,0,2,20,1.0,829,827,0
1,1,0.0,0.0,0.0,31.0,0,1,0,1.0,829,827,0
1,1,0.0,0.509090909,0.0,55.0,0,3,1,1.0,2450,2430,0
1,1,0.0,0.555555556,0.0,27.0,0,2,33,1.0,2451,2431,0
1,2,1.0,0.005899705,0.005899705,169.5,0,2,13,1.0,2453,2433,0
1,1,0.0,0.054545455,0.054545455,55.0,0,3,5,1.0,830,828,0
1,2,0.6789539,0.20441989,0.011049724,90.5,1,6,203,1.0,832,830,0
1,4,0.940120407,0.001900238,0.005700713,526.25,0,3,16,1.0,2457,2437,0
2,3,0.840916049,0.01734104,0.061271676,288.3333333,1,3,1,0.666666667,2142,713,0
1,1,0.0,1.271698113,0.033962264,265.0,1,8,0,1.0,554,554,0
1,2,0.650022422,0.004246285,0.008492569,235.5,0,6,26,1.0,2459,2439,0
1,1,0.0,0.0,0.0,53.0,1,1,0,1.0,554,554,0
1,1,0.0,0.022346369,0.011173184,179.0,0,3,0,1.0,381,377,0
1,1,0.0,0.0,0.0,127.0,1,1,0,1.0,2144,505,1
1,1,0.0,0.103448276,1.793103448,87.0,1,3,8,1.0,2144,505,0
1,3,0.960229718,0.0,0.073068894,159.6666667,1,3,20,1.0,2147,508,0
1,1,0.0,0.157303371,0.138576779,267.0,0,8,0,1.0,555,555,0
1,2,0.605186577,0.0,0.082066869,164.5,1,4,10,1.0,383,379,0
1,1,0.0,0.625,0.0,16.0,0,1,170,1.0,2460,2440,0
1,1,0.0,0.010526316,0.010526316,380.0,0,3,5,1.0,384,380,0
1,1,0.0,0.107843137,0.046568627,408.0,0,2,13,1.0,2461,2441,0
1,8,0.81731086,0.016330451,0.012487992,130.125,0,11,7,0.375,392,388,0
1,1,0.0,0.018641811,0.003994674,751.0,0,8,0,1.0,393,389,1
1,26,0.789984528,0.130410808,0.069203198,139.5,0,14,166,0.692307692,2027,2027,1
2,6,0.55619647,0.278099652,0.103128621,143.8333333,1,3,9,1.0,2153,724,1
1,1,0.0,0.225352113,0.169014085,213.0,1,1,6,1.0,202,112,0
1,1,0.0,0.186813187,0.0,182.0,1,3,0,1.0,2155,512,1
1,1,0.0,0.0,0.0,71.0,1,1,0,1.0,2155,512,0
1,1,0.0,0.036641221,0.001526718,655.0,1,4,7,1.0,2156,513,1
1,1,0.0,0.024,0.0,125.0,1,3,6,1.0,203,113,0
1,2,0.989992792,0.039835165,0.006868132,364.0,1,3,2,1.0,2158,216,0
1,1,0.0,0.02484472,0.031055901,161.0,0,1,5,1.0,489,298,0
1,1,0.0,0.101123596,0.168539326,178.0,1,3,0,1.0,2159,217,0
2,9,0.658451623,0.109051254,0.100327154,101.8888889,1,3,52,0.777777778,2168,739,1
1,1,0.0,0.009104704,0.006069803,659.0,1,5,2,1.0,833,831,0
1,8,0.479802905,0.105102818,0.116907845,328.25,1,14,23,0.5,534,533,0
1,1,0.0,0.010152284,0.005076142,394.0,1,12,0,1.0,535,534,0
1,39,0.879537373,0.030948325,0.030948325,90.30769231,0,5,2611,0.615384615,770,770,0
1,14,0.863273917,0.057268722,0.057268722,32.42857143,0,3,489,0.357142857,784,784,0
1,1,0.0,0.078212291,0.039106145,179.0,1,5,1,1.0,536,535,0
1,1,0.0,0.006097561,0.006097561,164.0,1,3,14,1.0,1199,1060,1
2,7,0.848120532,0.033138402,0.038336582,219.8571429,1,4,15,0.857142857,2175,746,0
1,2,0.848548178,0.117216117,0.029304029,136.5,0,5,30,1.0,557,557,0
1,1,0.0,0.084507042,0.056338028,71.0,0,1,1,1.0,2176,520,0
1,5,0.885798625,0.145051195,0.315699659,117.2,1,1,11,0.6,1913,776,1
1,1,0.0,0.0,0.0,99.0,1,1,0,1.0,1913,776,1
1,1,0.0,0.015151515,0.0,66.0,1,2,8,1.0,1914,777,0
1,137,0.908250907,0.194173905,0.13775555,83.18978102,0,5,8735,0.240875912,921,921,0
1,54,0.976547786,0.1061575,0.043120775,101.3518519,0,3,7305,0.5,975,975,0
1,245,0.994288661,0.061965103,0.028284571,184.5673469,0,5,33644,0.346938776,1220,1220,0
1,31,0.984834197,0.074219889,0.033829105,221.2258065,0,3,2723,0.64516129,1251,1251,0
1,114,0.981920734,0.129613521,0.061637877,141.1754386,0,5,9708,0.464912281,1365,1365,0
1,15,0.98081486,0.087017217,0.048859935,143.2666667,0,3,1655,0.666666667,1380,1380,0
1,1,0.0,0.047619048,0.095238095,42.0,0,3,37,1.0,1915,1080,0
1,2,0.322756959,0.025110783,0.0,338.5,1,3,44,1.0,1917,1082,0
1,121,0.980374117,0.141035148,0.075485689,111.4545455,0,4,14043,0.504132231,1501,1501,0
1,1,0.0,0.010606061,0.003030303,660.0,0,4,0,1.0,45,45,0
1,12,0.898712752,0.027972028,0.050699301,143.0,0,4,0,0.083333333,57,57,0
1,1,0.0,0.007989348,0.010652463,1502.0,1,2,0,1.0,1502,1502,0
1,1,0.0,0.163934426,0.043715847,183.0,1,3,2,1.0,1200,127,1
1,1,0.0,0.002242152,0.0,892.0,1,3,8,1.0,1201,128,0
1,1,0.0,0.164383562,0.215753425,292.0,0,4,0,1.0,58,58,0
1,1,0.0,0.006849315,0.0,146.0,1,3,24,1.0,2177,1429,0
2,6,0.682932317,0.4592,0.3536,104.1666667,1,3,66,0.833333333,2184,754,1
1,1,0.0,0.0,0.0,77.0,1,1,0,1.0,2184,522,0
1,1,0.0,0.012779553,0.012779553,313.0,1,3,0,1.0,2185,523,0
1,1,0.0,0.003125,0.003125,320.0,0,4,0,1.0,59,59,0
1,2,0.909736123,0.07,0.03,200.0,1,3,0,1.0,2187,525,0
1,1,0.0,0.003184713,0.003184713,314.0,1,3,0,1.0,2188,526,0
1,1,0.0,0.038095238,0.031746032,315.0,1,3,0,1.0,2189,527,0
1,1,0.0,0.084507042,0.014084507,71.0,1,1,8,1.0,2190,528,0
1,2,0.918295834,0.020134228,0.020134228,74.5,1,2,17,1.0,2192,530,0
1,1,0.0,0.197183099,0.225352113,71.0,1,2,0,1.0,1918,778,1
1,1,0.0,0.0,0.012195122,246.0,1,2,3,1.0,834,832,0
1,6,0.65078893,0.056603774,0.040880503,106.0,0,6,18,0.833333333,2033,2033,0
1,1,0.0,0.0,0.0,155.0,0,1,0,1.0,400,396,1
1,6,0.823917505,0.117878193,0.105108055,169.6666667,0,6,115,0.666666667,400,396,0
1,1,0.0,0.004878049,0.0,410.0,0,2,2,1.0,2462,2442,0
1,3,0.246347867,0.018450185,0.062730627,271.0,0,3,26,1.0,492,301,0
1,1,0.0,0.066997519,0.049627792,403.0,0,3,10,1.0,401,397,0
1,3,0.762905114,0.160839161,0.104895105,95.33333333,0,5,14,0.666666667,2036,2036,0
1,1,0.0,0.0625,0.072916667,96.0,0,2,10,1.0,2037,2037,0
1,7,1.0,0.00304878,0.00304878,328.0,0,12,13,0.714285714,841,839,0
1,1,0.0,0.007194245,0.007194245,278.0,0,1,3,1.0,842,840,0
1,1,0.0,0.0,0.001422475,703.0,1,3,3,1.0,1202,1061,0
1,1,0.0,0.044776119,0.029850746,268.0,0,6,2,1.0,2463,2443,0
1,1,0.0,0.897435897,1.871794872,39.0,1,3,2,1.0,2464,2444,0
1,1,0.0,0.037974684,0.012658228,158.0,0,1,0,1.0,402,398,0
1,1,0.0,0.018461538,0.009230769,325.0,0,2,2,1.0,2465,2445,0
1,2,0.892623013,0.133802817,0.014084507,142.0,1,5,4,1.0,2039,2039,0
1,1,0.0,0.095890411,0.0,73.0,1,3,1,1.0,204,114,0
1,3,0.913093104,0.149193548,0.173387097,82.66666667,0,2,16,1.0,2042,2042,0
2,8,0.584849127,0.037645448,0.015058179,182.625,1,4,36,1.0,2200,770,1
1,1,0.0,0.127659574,0.021276596,94.0,1,1,0,1.0,2043,2043,1
1,3,0.664352923,0.0575,0.045,133.3333333,1,1,3,0.666666667,1921,781,1
1,7,0.754686396,0.112727273,0.073454545,196.4285714,0,4,311,0.857142857,409,405,1
1,1,0.0,0.570175439,0.210526316,114.0,0,1,3,1.0,2047,2047,1
1,1,0.0,0.0,0.0,64.0,0,1,0,1.0,2047,2047,0
1,2,1.0,0.019417476,0.019417476,51.5,0,1,28,1.0,2045,2045,0
1,1,0.0,0.001526718,0.001526718,655.0,1,4,2,1.0,1922,782,0
1,2,0.782444129,0.317073171,0.032520325,61.5,0,5,66,1.0,2049,2049,1
1,1,0.0,0.004830918,0.004830918,207.0,1,2,2,1.0,1923,783,0
2,5,0.61576366,0.045940171,0.060363248,374.4,1,4,24,0.8,1207,1194,1
1,1,0.0,0.055045872,0.009174312,109.0,0,1,0,1.0,1924,784,0
1,3,0.0,0.0,0.0,22.33333333,0,1,0,0.333333333,2208,245,1
1,5,0.806847189,0.210852713,0.172093023,258.0,0,3,7,0.8,2208,245,1
1,3,0.94639463,0.1171875,0.0859375,85.33333333,1,3,0,0.666666667,2211,248,1
1,1,0.0,0.007130125,0.003565062,561.0,1,10,0,1.0,493,192,0
1,2,1.0,0.007559395,0.001079914,463.0,0,3,2,1.0,13375,13375,0
1,1,0.0,0.074626866,0.0,134.0,0,10,16,1.0,494,193,0
1,2,0.992774454,0.168141593,0.008849558,56.5,0,4,8,1.0,496,195,1
1,1,0.0,0.035087719,0.01754386,171.0,0,3,1,1.0,2050,2050,1
1,5,0.938010157,0.277580071,0.309608541,56.2,0,2,582,0.4,2055,2055,0
1,3,0.899831641,0.122171946,0.022624434,73.66666667,0,2,114,0.666666667,2058,2058,0
1,1,0.0,0.069306931,0.01980198,101.0,0,4,23,1.0,2059,2059,0
1,1,0.0,0.025974026,0.025974026,77.0,0,2,3,1.0,410,406,0
1,1,0.0,0.031446541,0.044025157,159.0,0,1,1,1.0,411,407,0
1,1,0.0,0.112759644,0.041543027,674.0,1,2,1,1.0,2214,251,0
1,2,0.0,0.0,0.0,24.0,1,1,0,0.5,2214,251,0
1,5,0.904776604,0.03628447,0.004354136,275.6,0,3,152,0.8,416,412,0
1,14,0.262649535,0.001774623,0.0,80.5,0,4,27,0.5,2228,547,1
1,1,0.0,0.112244898,0.102040816,196.0,0,1,0,1.0,2229,548,0
1,1,0.0,0.181818182,0.181818182,22.0,0,1,9,1.0,497,302,0
1,6,0.0,0.0,0.0,103.3333333,1,1,0,0.166666667,2238,557,1
1,3,0.901897236,0.026415094,0.001886792,176.6666667,1,5,6,1.0,2238,557,1
1,1,0.0,0.029850746,0.0,201.0,1,1,0,1.0,2239,558,0
1,1,0.0,0.035714286,0.035714286,28.0,1,1,4,1.0,2240,559,0
1,5,0.9697239,0.004535147,0.004535147,264.6,0,10,86,0.8,421,417,0
1,2,0.998363673,0.048192771,0.024096386,290.5,0,2,30,1.0,499,304,0
1,3,0.942725096,0.218090452,0.051256281,331.6666667,1,4,8,1.0,2243,562,1
1,1,0.0,0.007575758,0.022727273,132.0,0,2,1,1.0,422,418,0
1,27,0.893976853,0.389499389,0.101343101,60.66666667,0,12,1573,0.518518519,869,867,0
1,10,0.907723999,0.029339853,0.027872861,204.5,0,12,167,0.7,2069,2069,1
1,1,0.0,0.010989011,0.010989011,91.0,1,4,26,1.0,2466,2446,0
1,1,0.0,0.092896175,0.06010929,183.0,0,4,5,1.0,2467,2447,0
1,8,0.771582154,0.056419113,0.009211284,217.125,0,13,27,0.875,565,565,1
1,1,0.0,0.238095238,0.108843537,147.0,0,4,13,1.0,2468,2448,0
1,1,0.0,0.937321937,0.168091168,351.0,0,4,3,1.0,2469,2449,1
1,5,0.690925997,0.021112601,0.019436997,596.8,0,4,29,0.6,13380,13380,0
1,1,0.0,0.006666667,0.02,150.0,1,7,0,1.0,2070,2070,0
1,3,0.0,0.0,0.0,41.66666667,0,1,0,0.333333333,430,426,0
1,5,0.614414285,0.081799591,0.012269939,195.6,0,4,242,0.6,430,426,1
1,3,0.548627469,0.017857143,0.009615385,728.0,0,4,4,0.666666667,13383,13383,0
1,1,0.0,0.25,1.0,4.0,0,1,12,1.0,2244,252,0
1,1,0.0,0.271428571,0.007142857,140.0,0,3,0,1.0,566,566,0
1,1,0.0,0.002392344,0.002392344,418.0,0,3,4,1.0,110,110,0
1,1,0.0,0.005882353,0.005882353,170.0,0,3,4,1.0,111,111,0
1,1,0.0,0.0,0.091428571,175.0,0,3,3,1.0,2245,253,0
1,1,0.0,0.006369427,0.23566879,157.0,0,3,0,1.0,2246,254,0
1,1,0.0,0.154639175,0.0,97.0,0,4,0,1.0,2471,2451,0
1,1,0.0,0.139275766,0.094707521,359.0,1,4,0,1.0,2470,2450,0
1,2,0.721928095,0.040498442,0.00623053,160.5,0,3,29,1.0,432,428,0
1,3,0.773506637,0.048667439,0.022016222,287.6666667,0,10,6,0.666666667,2073,2073,0
1,1,0.0,0.138888889,0.0,72.0,0,1,31,1.0,2472,2452,0
1,1,0.0,0.073170732,0.032520325,369.0,0,4,0,1.0,2473,2453,1
1,1,0.0,0.093922652,0.027624309,181.0,1,2,4,1.0,1208,131,1
1,2,0.605186577,0.043189369,0.046511628,150.5,1,5,16,1.0,434,430,0
1,1,0.0,0.007309942,0.001461988,684.0,1,4,1,1.0,1925,785,1
1,3,0.698934129,0.00320997,0.002077039,1765.333333,0,4,12,0.333333333,114,114,0
1,1,0.0,0.059459459,0.059459459,555.0,1,3,13,1.0,1503,1503,0
1,1,0.0,0.058823529,0.014705882,272.0,1,8,5,1.0,2474,2454,0
1,1,0.0,0.008438819,0.021097046,237.0,1,2,2,1.0,205,115,0
2,2,0.554778163,0.019406393,0.015981735,438.0,1,2,4,1.0,2248,818,1
1,1,0.0,0.039393939,0.018181818,330.0,0,2,3,1.0,2475,2455,0
1,2,0.918295834,0.005865103,0.002932551,341.0,0,3,0,1.0,13385,13385,0
1,1,0.0,0.145833333,0.098958333,192.0,1,3,4,1.0,1504,1504,0
1,1,0.0,0.014388489,0.014388489,139.0,0,2,4,1.0,13386,13386,0
1,2,0.195147318,0.121833534,0.118214717,414.5,1,3,3,1.0,2250,257,1
1,1,0.0,0.522222222,0.244444444,90.0,0,2,19,1.0,2476,2456,0
1,1,0.0,0.003590664,0.003590664,557.0,0,5,6,1.0,870,868,0
1,1,0.0,0.0,0.0,273.0,1,1,0,1.0,895,893,0
1,24,0.909969184,0.109965636,0.088487973,48.5,1,7,7,0.083333333,895,893,0
1,1,0.0,0.123076923,0.0,130.0,0,4,3,1.0,896,894,0
1,1,0.0,0.459459459,0.162162162,185.0,0,3,0,1.0,897,895,0
